Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV
2020-10-28,75.02255249023438,77.1583190358571,74.90734975649312,76.96962568684641,45174000.0,78.08046951293946,76.34660453796387,77.711019095859,76.77123505078434,46.20922008651963,1.1587932562359242,1.2303163036813303,-0.07152304744540605,2.229477969889636,81.60696889525195,76.34660453796387,71.08624018067579,146530000.0
2020-10-29,77.31078338623047,78.8928663291568,75.30809370967367,75.33143128379692,55406000.0,78.08747100830078,76.51787376403809,77.63824896683563,76.82262060654111,52.599780958308266,1.056015201520509,1.195456083249166,-0.13944088172865698,2.3466805319634068,81.66845839855675,76.51787376403809,71.36728912951942,201936000.0
2020-10-30,80.25198364257812,83.49015505977545,79.52996615344526,82.80090867371322,99878000.0,78.32786254882812,76.91640014648438,78.11347345333427,77.14922660997321,59.29398778964545,1.1980823847823956,1.195981343555812,0.002101041226583611,2.620444184933519,81.9256413244744,76.91640014648438,71.90715896849436,301814000.0
2020-11-02,80.65968322753906,82.34406497588512,80.1591301740816,80.6209489181996,44228000.0,78.79648056030274,77.26770210266113,78.57642068500786,77.48355581164614,60.13444754506647,1.3282582657988797,1.2224367280044255,0.10582153779445425,2.5893363718528053,82.29224000377305,77.26770210266113,72.24316420154922,346042000.0
2020-11-03,81.71936798095703,82.38179892514135,80.05336078632573,80.97947599539556,31432000.0,79.26614151000976,77.75096855163574,79.14786564790771,77.88696649443764,62.31254010322889,1.4996443265169574,1.277878247706932,0.22176607881002552,2.5707007837787215,82.52996473375741,77.75096855163574,72.97197236951406,377474000.0
2020-11-04,86.69456481933594,87.89528301491228,84.56673875495531,84.69485294507058,71342000.0,80.05996627807617,78.46283340454102,80.51999276998556,78.7257853825232,70.47007813905898,2.013712989952893,1.4250451961561241,0.5886677937967688,2.828216087362759,84.04895258173218,78.46283340454102,72.87671422734985,448816000.0
2020-11-05,87.5213623046875,88.97732390790966,86.45521397761841,87.91613860412481,39758000.0,80.83382949829101,79.15572929382324,81.79296904902228,79.56345937511028,71.57134388941444,2.459480397573728,1.631932236439645,0.8275481611340829,2.806351361857651,85.56578943709454,79.15572929382324,72.74566915055195,488574000.0
2020-11-06,87.38380432128906,87.8193000919502,86.23919489785555,86.96717561402848,28622000.0,81.46323852539062,79.77466049194337,82.80948455307079,80.30825413188921,71.09628431469775,2.769726813443455,1.8594911518404071,0.910235661603048,2.7187623498745794,86.82103545837755,79.77466049194337,72.72828552550918,459952000.0
2020-11-09,87.46772003173828,90.22222032962502,87.27554876417429,89.18388779864829,53440000.0,82.34282150268555,80.26336402893067,83.65643645828307,80.99010802711294,71.22177602855311,2.9879276596057878,2.0851784533934836,0.9027492062123041,2.7350415795585903,87.98777902768859,80.26336402893067,72.53894903017274,513392000.0
2020-11-10,86.29084014892578,87.36642187641647,85.21823623503911,85.89606389807871,43022000.0,83.03226623535156,80.68706665039062,84.13541894749082,81.49493965776178,66.83885237952296,3.030950124954714,2.2743327877057298,0.7566173372489842,2.7003588807829173,88.75040578349041,80.68706665039062,72.62372751729083,470370000.0
