Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV,news_avg_polarity,news_avg_subjectivity,news_avg_compound,news_avg_positive,news_avg_negative,news_news_count
2020-10-14,0.1072970032691955,0.1122310012578964,0.1057119965553283,0.1092979982495307,713264193.0,0.1019974999129771,0.0998564004898071,0.1036157401501143,0.1002461496476367,62.3962275717069,0.0035467059126974,0.0021671146347956,0.0013795912779018,0.0061982201314999,0.1104415823511146,0.0998564004898071,0.0892712186284995,2430575661.0,0,0,0,0,0,0
2020-10-15,0.106634996831417,0.1075910031795501,0.1049790009856224,0.1072169989347457,562197282.0,0.1029065996408462,0.1003459002822637,0.1041646959103511,0.1008546112841872,61.18150275305943,0.0035966653728429,0.0024530247824051,0.0011436405904378,0.0059420617073876,0.1112300081062155,0.1003459002822637,0.0894617924583118,1868378379.0,0,0,0,0,0,0
2020-10-16,0.1040640026330947,0.1073170006275177,0.1025369986891746,0.1067479997873306,553561875.0,0.1040321998298167,0.1007709003984927,0.104146388041759,0.1011602676031308,56.57503564063134,0.0033897262061638,0.0026403650671568,0.0007493611390069,0.0058590574381702,0.1115381120280044,0.1007709003984927,0.090003688768981,1314816504.0,0,0,0,0,0,0
2020-10-17,0.1061040014028549,0.1069789975881576,0.1033660024404525,0.1042179986834526,472005227.0,0.1052625998854636,0.1010117504745721,0.1045023177437765,0.1016310993935807,59.19998909166257,0.0033516999665395,0.0027826320470333,0.0005690679195061,0.0056986244174227,0.1120270095621934,0.1010117504745721,0.0899964913869508,1786821731.0,0,0,0,0,0,0
2020-10-18,0.1073879972100257,0.1076010018587112,0.1053050011396408,0.1060440018773078,432851135.0,0.1063861995935439,0.1013478003442287,0.10502698673764,0.1021793753760993,60.805899173534925,0.0033861383335991,0.0029033333043465,0.0004828050292526,0.0054555798675403,0.1127052537819902,0.1013478003442287,0.0899903469064671,2219672866.0,0,0,0,0,0,0
2020-10-19,0.1086769998073577,0.1109210029244422,0.1061879992485046,0.107415996491909,490775170.0,0.1070613995194434,0.1017226003110408,0.1056906254775886,0.1027981967505048,62.405671385977705,0.0034773579071954,0.0030181382249163,0.0004592196822791,0.0054039672824259,0.113519537076361,0.1017226003110408,0.0899256635457206,2710448036.0,0,0,0,0,0,0
2020-10-20,0.1024940013885498,0.1088410019874572,0.1012260019779205,0.1086139976978302,707955236.0,0.1068082995712756,0.1017942003905772,0.1051094210977634,0.102769225763652,51.53885692644348,0.0030159675806529,0.0030177040960636,-1.7365154106789918e-06,0.0055618981915052,0.1135916129914939,0.1017942003905772,0.0899967877896605,2002492800.0,0,0,0,0,0,0
2020-10-21,0.1061870008707046,0.1082860007882118,0.1018309965729713,0.1025189980864524,779410099.0,0.1067731998860835,0.1022103004157542,0.1053053446928436,0.1030947281547998,56.4200876809467,0.0029147076814465,0.0029971048131402,-8.239713169371594e-05,0.0056256914789149,0.1140110632639477,0.1022103004157542,0.0904095375675608,2781902899.0,0,0,0,0,0,0
2020-10-22,0.1105720028281211,0.112414002418518,0.1054819971323013,0.1060559973120689,933335641.0,0.1068270005285739,0.1030928503721952,0.1062629188992577,0.103806849552259,61.39265681011327,0.003151957686575,0.0030280753878271,0.0001238822987478,0.0057189996080078,0.1146196813697498,0.1030928503721952,0.0915660193746405,3715238540.0,0,0,0,0,0,0
2020-10-23,0.108083002269268,0.1117540001869201,0.1056020036339759,0.1106979995965957,1110973427.0,0.1067501008510588,0.1038263503462075,0.1065938431483504,0.1042141021919741,57.38980844651048,0.0031033648233731,0.0030431332749363,6.023154843676909e-05,0.0057499279612176,0.1146409782798517,0.1038263503462075,0.0930117224125634,2604265113.0,0,0,0,0,0,0
