Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV,news_avg_polarity,news_avg_subjectivity,news_avg_compound,news_avg_positive,news_avg_negative,news_news_count
2020-10-28,1.1784114837646484,1.178828239440918,1.1719304323196411,1.17816162109375,0.0,1.1787634015083313,1.1775377452373506,1.1797198270737137,1.1785031646325197,50.12958880129033,0.0010487831131287,0.0003599895303506,0.000688793582778,0.0076299902970329,1.1863999204335305,1.1775377452373506,1.1686755700411706,0.0,0,0,0,0,0,0
2020-10-29,1.1748672723770142,1.1759172677993774,1.165623426437378,1.1747430562973022,0.0,1.1788103103637697,1.1776507139205932,1.1788375444015864,1.1781568891796146,46.17291885022247,0.0006125413655422,0.0004104998973889,0.0002020414681532,0.0079984236563355,1.1863140105922638,1.1776507139205932,1.1689874172489223,0.0,0,0,0,0,0,0
2020-10-30,1.1678695678710938,1.1703435182571411,1.1643069982528689,1.1676785945892334,0.0,1.1785259246826172,1.177319461107254,1.1768433668505878,1.1771771442930887,39.53753648300647,-0.0002944454498827,0.0002695108279346,-0.0005639562778174,0.0081814129754648,1.1868983847723125,1.177319461107254,1.1677405374421954,0.0,0,0,0,0,0,0
2020-11-02,1.1642121076583862,1.165699481964111,1.162439227104187,1.164252758026123,0.0,1.1777921199798584,1.1769278466701507,1.1745467742701874,1.1759423788993075,36.57873390600143,-0.0012934553598491,-4.308240962211626e-05,-0.001250372950227,0.0079849078177107,1.187879449861745,1.1769278466701507,1.165976243478556,0.0,0,0,0,0,0,0
2020-11-03,1.1642799377441406,1.1741995811462402,1.163805603981018,1.1642799377441406,0.0,1.1765315175056457,1.176179575920105,1.172680076719997,1.174831670217863,36.67338379397506,-0.0020560042527273,-0.0004456667782431,-0.0016103374744841,0.0081569841996758,1.1883704630561316,1.176179575920105,1.1639886887840785,0.0,0,0,0,0,0,0
2020-11-04,1.176221489906311,1.176885962486267,1.1607661247253418,1.1764568090438845,0.0,1.175855267047882,1.1763024508953095,1.1733239700265994,1.174964033997715,50.63980562711905,-0.0016774101444363,-0.0006920154514817,-0.0009853946929545,0.0087257594540507,1.188442907097727,1.1763024508953095,1.164161994692892,0.0,0,0,0,0,0,0
2020-11-05,1.17326819896698,1.1856770515441897,1.171275615692139,1.1729930639266968,0.0,1.1746424913406373,1.176128488779068,1.1733138298339412,1.1748025258995498,47.83028651221338,-0.0015972652041043,-0.0008730654020062,-0.000724199802098,0.0091311649110507,1.188337967031376,1.176128488779068,1.1639190105267598,0.0,0,0,0,0,0,0
2020-11-06,1.1817537546157837,1.1890605688095093,1.1796208620071411,1.1814186573028564,0.0,1.1746676206588744,1.1763811588287354,1.174848361612458,1.1754645476820482,55.4741198669613,-0.0008393607095908,-0.0008663244635232,2.6963753932320944e-05,0.0096069652632992,1.1888342430990886,1.1763811588287354,1.1639280745583822,0.0,0,0,0,0,0,0
2020-11-09,1.1893010139465332,1.1919234991073608,1.179746150970459,1.1893151998519895,0.0,1.1751129150390625,1.1767620146274569,1.1774761165822896,1.1767823063739038,60.95391059842326,0.0003660650456527,-0.000619846561688,0.0009859116073407,0.0097905640399851,1.190262378550525,1.1767620146274569,1.1632616507043885,0.0,0,0,0,0,0,0
2020-11-10,1.182732105255127,1.184356927871704,1.178078293800354,1.1823265552520752,0.0,1.175291693210602,1.1768179178237914,1.1784317508864417,1.1773489538864013,54.64973688808114,0.0007822997440858,-0.0003394173005332,0.001121717044619,0.0098928609047132,1.1904071521357376,1.1768179178237914,1.1632286835118453,0.0,0,0,0,0,0,0
