Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV,news_avg_polarity,news_avg_subjectivity,news_avg_compound,news_avg_positive,news_avg_negative,news_news_count
2020-10-28,0.9088749885559082,0.9125999808311462,0.9083999991416932,0.9089199900627136,0.0,0.9094725012779236,0.9126555532217026,0.9092264983407264,0.9112850651599126,44.77087044715668,-0.002101724710227,-0.0014429105009099,-0.0006588142093171,0.0055508701688583,0.922087269124628,0.9126555532217026,0.903223837318777,0.0,0,0,0,0,0,0
2020-10-29,0.9105899930000304,0.917110025882721,0.9088000059127808,0.9106000065803528,0.0,0.9091995000839234,0.9121500521898268,0.9094744064605996,0.9112188678113524,47.83295779390478,-0.0018801069091141,-0.0015303497825507,-0.0003497571265633,0.005747952297507,0.9208590003944068,0.9121500521898268,0.9034411039852468,0.0,0,0,0,0,0,0
2020-10-30,0.9153100252151488,0.916849970817566,0.9136000275611876,0.9154499769210817,0.0,0.9093005001544952,0.9119665533304214,0.910535428052336,0.9116085018498092,55.19561081123169,-0.0013085222226016,-0.0014859842705609,0.0001774620479592,0.0057845255489376,0.9202356846889744,0.9119665533304214,0.9036974219718684,0.0,0,0,0,0,0,0
2020-11-02,0.9171599745750428,0.9203000068664552,0.9164999723434448,0.917169988155365,0.0,0.9095054984092712,0.9119295507669448,0.9117398910564644,0.9121372135379268,57.714609966711606,-0.0006982132204411,-0.0013284300605369,0.0006302168400958,0.0057277724133925,0.9200981591120528,0.9119295507669448,0.9037609424218372,0.0,0,0,0,0,0,0
2020-11-03,0.9187729954719543,0.9191499948501588,0.9115999937057496,0.9188299775123596,0.0,0.9103257954120636,0.9121156990528106,0.9130186373138262,0.912769192769739,59.83502001033061,-8.342001933170362e-05,-0.0010794280522959,0.0009960080329642,0.0058579316084651,0.9207184094874364,0.9121156990528106,0.903512988618185,0.0,0,0,0,0,0,0
2020-11-04,0.9106400012969972,0.919260025024414,0.9092000126838684,0.9102699756622314,0.0,0.9107197940349578,0.9117657005786896,0.9125861580380392,0.912566412629478,47.02955086783233,-0.0002495796390363,-0.000913458369644,0.0006638787306076,0.0061580802321851,0.9200027299124902,0.9117657005786896,0.9035286712448888,0.0,0,0,0,0,0,0
2020-11-05,0.911400020122528,0.9125199913978576,0.9045699834823608,0.9116899967193604,0.0,0.9112807989120484,0.911496901512146,0.9123704965988552,0.912455327628816,48.146357273665096,-0.0003162891824773,-0.0007940245322106,0.0004777353497333,0.0062860750667074,0.9194067537207132,0.911496901512146,0.9035870493035788,0.0,0,0,0,0,0,0
2020-11-06,0.9041699767112732,0.9055200219154358,0.8984599709510803,0.9044299721717834,0.0,0.9109377980232238,0.910870400071144,0.9108794929829312,0.91166624658905,39.59417776402348,-0.0009417056589203,-0.0008235607575526,-0.0001181449013677,0.0067613589313317,0.9190139897501336,0.910870400071144,0.9027268103921544,0.0,0,0,0,0,0,0
2020-11-09,0.8993200063705444,0.9135900139808656,0.8984100222587585,0.8992599844932556,0.0,0.91041379570961,0.9103139013051986,0.9087777681443152,0.9104904141872876,35.091249139185976,-0.0018078648552923,-0.0010204215771005,-0.0007874432781918,0.0073626898449585,0.9198912839308636,0.9103139013051986,0.9007365186795336,0.0,0,0,0,0,0,0
2020-11-10,0.9126899838447572,0.9174699783325196,0.9115300178527832,0.9127699732780457,0.0,0.9108927965164184,0.9104979008436204,0.90948908008985,0.9106998970118084,51.47478056952332,-0.0013993262521676,-0.0010962025121139,-0.0003031237400536,0.008133209996174,0.920109349899352,0.9104979008436204,0.9008864517878886,0.0,0,0,0,0,0,0
2020-11-11,0.9149799942970276,0.919160008430481,0.913699984550476,0.91499000787735,0.0,0.9115032970905304,0.910487899184227,0.9104874281275188,0.9111075253246864,53.63351830091479,-0.0008806205156104,-0.0010530861128132,0.0001724655972028,0.0080144110382847,0.920080235874846,0.910487899184227,0.900895562493608,0.0,0,0,0,0,0,0
2020-11-12,0.9165869951248168,0.9172000288963318,0.9132000207901,0.9166899919509888,0.0,0.912102997303009,0.910651248693466,0.9115964403088456,0.9116293795913656,55.141649060794784,-0.0003359977726081,-0.0009096684447722,0.000573670672164,0.0077276679717095,0.920537695001094,0.910651248693466,0.9007648023858384,0.0,0,0,0,0,0,0
2020-11-13,0.9148200154304504,0.9157699942588806,0.912750005722046,0.9146000146865844,0.0,0.9120539963245392,0.9106772482395172,0.91218254487641,0.9119332496712784,53.09660916893988,-4.642565302459545e-05,-0.0007370198864227,0.0006905942333981,0.0074497623596424,0.9206045906290228,0.9106772482395172,0.9007499058500116,0.0,0,0,0,0,0,0
2020-11-16,0.9120799899101256,0.915030002593994,0.909600019454956,0.9120659828186036,0.0,0.9115459978580476,0.9105257481336594,0.9121638985189038,0.911947224932121,49.99991019064005,-3.7601376875251447e-05,-0.0005971361845132,0.0005595348076379,0.0073054924153135,0.9202686435519356,0.9105257481336594,0.900782852715383,0.0,0,0,0,0,0,0
2020-11-17,0.9123700261116028,0.9127900004386902,0.9087200164794922,0.9122499823570251,0.0,0.9109057009220124,0.910615748167038,0.9122013762630308,0.9119874917111191,50.33013331501707,-7.122473485110525e-06,-0.0004791334423076,0.0004720109688224,0.0070743846684481,0.920391815436824,0.910615748167038,0.900839680897252,0.0,0,0,0,0,0,0
2020-11-18,0.9110000133514404,0.9121500253677368,0.9091699719429016,0.9112499952316284,0.0,0.9109417021274566,0.9108307480812072,0.9119829466427416,0.9118934461530548,48.69418023590563,-9.245059017526368e-05,-0.0004017968718811,0.0003093462817058,0.006797646775609,0.920440614376682,0.9108307480812072,0.9012208817857325,0.0,0,0,0,0,0,0
2020-11-19,0.9118599891662598,0.9138699769973756,0.9103999733924866,0.9120000004768372,0.0,0.91098769903183,0.9111342489719392,0.9119605907379268,0.91189025977336,49.797283797505344,-8.964747597062228e-05,-0.000339366992699,0.0002497195167284,0.0065599579777005,0.9204675795933696,0.9111342489719392,0.9018009183505086,0.0,0,0,0,0,0,0
2020-11-20,0.9109429717063904,0.9121800065040588,0.9091399908065796,0.9108800292015076,0.0,0.9116649985313416,0.9113013982772828,0.9117755690958292,0.91180004186222,48.5974012084459,-0.0001595820701764,-0.0003034100081945,0.0001438279380181,0.0063085335291132,0.9204942443441524,0.9113013982772828,0.9021085522104132,0.0,0,0,0,0,0,0
2020-11-23,0.9105299711227416,0.9146400094032288,0.9075000286102296,0.9106299877166748,0.0,0.9127859950065612,0.9115998953580856,0.9115490967370858,0.9116790827441744,48.03602001681905,-0.0002455014475781,-0.0002918282960712,4.6326848493067e-05,0.0063679226193908,0.9202706407799556,0.9115998953580856,0.9029291499362158,0.0,0,0,0,0,0,0
2020-11-24,0.9124400019645692,0.9135599732398988,0.9097499847412108,0.9124400019645692,0.0,0.9127609968185424,0.9118268966674804,0.9117110795057192,0.9117515512413548,50.863031481978496,-0.0001576523291281,-0.0002649931026826,0.0001073407735544,0.0061852130393406,0.9203344804979976,0.9118268966674804,0.9033193128369634,0.0,0,0,0,0,0,0
2020-11-25,0.9107999801635742,0.9138000011444092,0.9079999923706056,0.9109299778938292,0.0,0.9123429954051973,0.9119231462478636,0.9115454250798748,0.9116609254244236,48.426873122988745,-0.0002178560144202,-0.0002555656850301,3.77096706098891e-05,0.0061576984489451,0.9203380191469482,0.9119231462478636,0.9035082733487791,0.0,0,0,0,0,0,0
2020-11-26,0.9082199931144714,0.9092699885368348,0.9060999751091005,0.9081400036811828,0.0,0.9115062952041626,0.9118046462535858,0.910940801086165,0.9113332175853804,44.79225498555265,-0.0004683523869917,-0.0002981230254224,-0.0001702293615692,0.0060535774921971,0.9203569047870144,0.9118046462535858,0.9032523877201574,0.0,0,0,0,0,0,0
