Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV,news_avg_polarity,news_avg_subjectivity,news_avg_compound,news_avg_positive,news_avg_negative,news_news_count
2020-10-28,486.239990234375,494.0,483.2799987792969,486.3599853515625,5992700.0,505.4839904785157,517.65849609375,500.441245835991,505.739116024709,40.70780097647905,-2.668428517151881,4.400462595913658,-7.068891113065539,17.280172484837173,562.8451506702766,517.65849609375,472.47184151722354,-23846300.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-10-29,504.2099914550781,513.9000244140625,479.3399963378906,488.5,11120700.0,501.7109893798828,516.4934951782227,501.12647231218864,505.5934851133157,49.607447123670525,-2.3457067328581616,3.0512287301592944,-5.396935463017456,18.51444788421822,561.8053792083914,516.4934951782227,471.18161114805406,-12725600.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-10-30,475.739990234375,505.8800048828125,472.2099914550781,502.010009765625,7807900.0,496.205990600586,515.1274948120117,496.5107482980407,502.75029512484514,39.493422336759245,-4.337241537893647,1.5735346765487062,-5.910776214442353,19.59698828018366,563.5194452556943,515.1274948120117,466.7355443683292,-20533500.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-02,484.1199951171875,486.2999877929688,475.0,478.8699951171875,4408200.0,491.5459930419922,513.300993347168,494.25788408334006,500.9759808384016,43.16644356400595,-5.1796431575929205,0.2228991097203809,-5.402542267313302,19.004345388239734,563.4470777223544,513.300993347168,463.1549089719815,-16125300.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-03,487.2200012207031,495.30999755859375,478.760009765625,484.9299926757813,3690200.0,487.7259948730469,512.3684936523438,492.978269017406,499.665887541478,44.5084381327033,-5.5333232199532745,-0.92834535621435,-4.604977863738925,18.829034131434668,563.7119570976674,512.3684936523438,461.02503020702017,-12435100.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-04,496.9500122070313,507.7300109863281,493.9800109863281,495.3599853515625,5137300.0,488.5159973144531,510.4829956054688,493.7004041427924,499.40723274772114,48.610093941016295,-4.971181956853911,-1.7369126763422624,-3.234269280511649,18.949103819591123,561.1790973239241,510.4829956054688,459.78689388701343,-7297800.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-05,513.760009765625,518.72998046875,503.4500122070313,506.55999755859375,5372800.0,491.3689971923829,509.5814971923828,497.3476051651256,500.7741638922834,54.82292289645919,-3.13313777787846,-2.0161576966495023,-1.1169800812289576,19.151308422600238,559.3629615769179,509.5814971923828,459.8000328078477,-1925000.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-06,514.72998046875,515.2100219726562,502.510009765625,515.0,4236300.0,494.0139953613281,508.34599609375,500.5080370385119,502.1032892805183,55.15978711990564,-1.579992820564314,-1.9289247214324647,0.3489319008681506,18.690501550059597,556.2947568001339,508.34599609375,460.39723538736615,2311300.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-09,470.5,495.8500061035156,467.260009765625,485.5400085449219,10419700.0,492.2399963378906,504.8804962158203,495.05203030423695,499.0934522061832,40.37557227858424,-3.873453272363122,-2.3178304316185963,-1.5556228407445256,20.746177918135693,553.2489994187521,504.8804962158203,456.5119930128885,-8108400.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
2020-11-10,480.239990234375,484.6000061035156,463.4100036621094,470.9500122070313,8306100.0,491.37099609375,501.1879943847656,492.3589321097165,497.2978843993443,43.93896163399173,-4.849202801117201,-2.8241049055183174,-2.025097895598884,20.77787966979788,545.0296315445717,501.1879943847656,457.3463572249596,197700.0,0.179489898989899,0.5071094276094276,0.63571,0.1479,0.014199999999999999,10
