Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,EMA_10,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,ATR_14,BB_upper,BB_middle,BB_lower,OBV,news_avg_polarity,news_avg_subjectivity,news_avg_compound,news_avg_positive,news_avg_negative,news_news_count
2020-10-28,158.13900756835938,163.2010040283203,158.12350463867188,162.46499633789062,111766000.0,161.2873504638672,162.06512603759765,161.17639556047374,160.86270849472123,46.78614340173802,0.8486025181445029,1.6722886879383074,-0.8236861697938045,5.2828550708879565,171.26561677153376,162.06512603759765,152.86463530366154,143118000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-10-29,160.55050659179688,162.8625030517578,158.1999969482422,160.06350708007812,131930000.0,160.64915161132814,162.03950119018555,161.06259756616885,160.83297498015702,50.334510339534894,0.7310484710074547,1.484040644552137,-0.7529921735446823,5.242900814638705,171.25385779969017,162.03950119018555,152.82514458068093,275048000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-10-30,151.8074951171875,158.35000610351562,150.9499969482422,157.8874969482422,167728000.0,159.4663513183594,161.81737594604493,159.37985166635406,159.97340546939802,39.93683838735319,-0.066831523681401,1.1738662109054294,-1.2406977345868304,5.554158588132703,171.7643420201866,161.81737594604493,151.87040987190326,107320000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-02,150.2239990234375,153.98550415039062,147.50599670410156,153.08700561523438,145148000.0,158.45270080566405,161.33057556152343,157.71515118582374,159.04489056978272,38.390054555577024,-0.8175083415437996,0.7755913004155837,-1.5930996419593833,5.620254935143871,172.47443257889609,161.33057556152343,150.18671854415078,-37828000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-03,152.42050170898438,153.7449951171875,149.0489959716797,150.92649841308594,97958000.0,157.60970153808594,161.20170059204102,156.7524876445802,158.41399639256383,41.75966160658151,-1.2211095277280606,0.3762511347868548,-1.5973606625149157,5.554236664455581,172.6898117308897,161.20170059204102,149.71358945319236,60130000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-04,162.05799865722656,162.24249267578125,156.9864959716797,157.99949645996094,136780000.0,157.89080200195312,161.31537551879882,157.7171260105159,158.7610442272936,53.71990185776119,-0.7546023298334319,0.1500804418627975,-0.9046827716962292,5.859076257479958,172.79012899865694,161.31537551879882,149.8406220389407,196910000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-05,166.10000610351562,168.33999633789062,164.44400024414062,165.99850463867188,115786000.0,158.61880187988282,161.64400100708008,159.24128602742493,159.45999297741,57.64820814913935,-0.0580664402708919,0.1084510654360596,-0.1665175057069515,5.8892849305645365,173.27057505753277,161.64400100708008,150.0174269566274,312696000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-06,165.56849670410156,166.10000610351562,161.60000610351562,165.23199462890625,92946000.0,159.15365142822264,161.7058006286621,160.39168796863885,160.04175523709492,56.96349881043271,0.4459146771285134,0.1759437877745504,0.269970889353963,5.790050292667069,173.4018115174799,161.7058006286621,150.0097897398443,219750000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-09,157.18699645996094,164.4499969482422,155.60549926757812,161.55149841308594,143808000.0,158.83715057373047,160.95782546997071,159.80901678524287,159.76987344879643,47.402245033540666,0.1670803231125148,0.1741710948421432,-0.0070907717296284,6.088117945799667,171.7671308333671,160.95782546997071,150.14852010657432,75942000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-10,151.75100708007812,155.6999969482422,150.9739990234375,154.75100708007812,131820000.0,157.58060150146486,159.9363006591797,158.34392411157654,159.0061718898709,42.42815280017008,-0.4869238685785717,0.0419521021580002,-0.528875970736572,6.097037909422793,170.1552019145864,159.9363006591797,149.717399403773,-55878000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-11,156.8695068359375,156.95750427246094,152.5,153.08900451660156,87338000.0,157.45365142822266,159.37050094604493,158.07584824327853,158.80267997997248,47.9649621381504,-0.5854579542670706,-0.0835299091270139,-0.5019280451400567,6.033427858205651,168.93170426461424,159.37050094604493,149.80929762747562,31460000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
2020-11-12,155.51400756835938,158.79400634765625,154.30250549316406,157.99749755859375,87240000.0,156.95000152587892,158.79957656860353,157.61005902965684,158.48947308362838,46.68450958828251,-0.7641161344364775,-0.2196471541889066,-0.5444689802475708,5.923290215083261,167.83564581277943,158.79957656860353,149.76350732442762,-55780000.0,0.15099080086580083,0.46370346320346323,0.6500199999999999,0.15699999999999997,0.027000000000000003,10
